ItemID,Name,resourcename,ResourceVariation,Class,Category,BuyCategory,,,,,,,,,,,,,,,,,,,
2020,#CSO2_ITEM_NAME_HP_POTION,hppotion,default,skill,item,skill,,,,,,,,,,,,,,,,,,,
2021,#CSO2_ITEM_NAME_CTU_FUND,ctufund,default,skill,item,skill,,,,,,,,,,,,,,,,,,,
2022,#CSO2_ITEM_NAME_TURRET,turret,default,skill,item,skill,,,,,,,,,,,,,,,,,,,
2023,#CSO2_ITEM_NAME_PROTECT_SHIELD,protectshield,default,skill,item,skill,,,,,,,,,,,,,,,,,,,
2024,#CSO2_ITEM_NAME_AIR_BOMBARDMENT,airbombardment,default,skill,item,skill,,,,,,,,,,,,,,,,,,,
2025,#CSO2_ITEM_NAME_HEALTHPACK,healthpack,default,skill,item,skill,,,,,,,,,,,,,,,,,,,
2026,#CSO2_ITEM_NAME_BLOODSUCKING,bloodsucking,default,skill,item,skill,,,,,,,,,,,,,,,,,,,
2027,#CSO2_ITEM_NAME_FIREBLINDLY,fireblindly,default,skill,item,skill,,,,,,,,,,,,,,,,,,,
2028,#CSO2_ITEM_NAME_SPLASHATTACK,splashattack,default,skill,item,skill,,,,,,,,,,,,,,,,,,,
2029,#CSO2_ITEM_NAME_POINTLOTTO_VIP,pointlotteryvip,default,pointlotteryvip,item,item,,,,,,,,,,,,,,,,,,,
2030,#CSO2_ITEM_NAME_POINTLOTTO_CHN,pointlotterychn,default,pointlotterymila,item,item,,,,,,,,,,,,,,,,,,,
2031,#CSO2_ITEM_NAME_MAX_ZOMBIE_FREE_COUPON,maxzombiefreecoupon,default,item,item,item,,,,,,,,,,,,,,,,,,,
2032,#CSO2_ITEM_NAME_LIGHT_ZOMBIE_FREE_COUPON,lightzombiefreecoupon,default,item,item,item,,,,,,,,,,,,,,,,,,,
2033,#CSO2_ITEM_NAME_BMARKET_REFRESH,bmarketrefresh,default,blackmarketrefresh,item,item,,,,,,,,,,,,,,,,,,,
2034,#CSO2_ITEM_NAME_100POINT,100point,default,pointitem,item,item,,,,,,,,,,,,,,,,,,,
2035,#CSO2_ITEM_NAME_1000POINT,1000point,default,pointitem,item,item,,,,,,,,,,,,,,,,,,,
2036,#CSO2_ITEM_NAME_10000POINT,10000point,default,pointitem,item,item,,,,,,,,,,,,,,,,,,,
2037,#CSO2_ITEM_NAME_100000POINT,100000point,default,pointitem,item,item,,,,,,,,,,,,,,,,,,,
2038,#CSO2_ITEM_NAME_1000000POINT,1000000point,default,pointitem,item,item,,,,,,,,,,,,,,,,,,,
2039,#CSO2_ITEM_NAME_10mileage,10mileage,default,mileageitem,item,item,,,,,,,,,,,,,,,,,,,
2040,#CSO2_ITEM_NAME_100mileage,100mileage,default,mileageitem,item,item,,,,,,,,,,,,,,,,,,,
2041,#CSO2_ITEM_NAME_1000mileage,1000mileage,default,mileageitem,item,item,,,,,,,,,,,,,,,,,,,
2042,#CSO2_ITEM_NAME_10000mileage,10000mileage,default,mileageitem,item,item,,,,,,,,,,,,,,,,,,,
2043,#CSO2_ITEM_NAME_100000mileage,100000mileage,default,mileageitem,item,item,,,,,,,,,,,,,,,,,,,
2044,#CSO2_ITEM_NAME_1000000mileage,1000000mileage,default,mileageitem,item,item,,,,,,,,,,,,,,,,,,,
3001,#CSO2_ITEM_NAME_VIPCARD,vipitem,default,vip,item,item,,,,,,,,,,,,,,,,,,,
3002,#CSO2_ITEM_NAME_VIPEXPCOUPON,vipexpcoupon,default,vipexp,item,item,,,,,,,,,,,,,,,,,,,
5042,#CSO2_ITEM_NAME_p228_spray1,p228,spray1,item,weapon,pistol,,,,,,,,,,,,,,,,,,,
5043,#CSO2_ITEM_NAME_GLOCK18_spray1,glock18,spray1,item,weapon,pistol,,,,,,,,,,,,,,,,,,,
5044,#CSO2_ITEM_NAME_scout_spray1,scout,spray1,item,weapon,snip,,,,,,,,,,,,,,,,,,,
5045,#CSO2_ITEM_NAME_xm1014_spray1,xm1014,spray1,item,weapon,shotgun,,,,,,,,,,,,,,,,,,,
5046,#CSO2_ITEM_NAME_mac10_spray1,mac10,spray1,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5047,#CSO2_ITEM_NAME_aug_spray1,aug,spray1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5048,#CSO2_ITEM_NAME_elites_spray1,elites,spray1,item,weapon,pistol,,,,,,,,,,,,,,,,,,,
5049,#CSO2_ITEM_NAME_fiveseven_spray1,fiveseven,spray1,item,weapon,pistol,,,,,,,,,,,,,,,,,,,
5050,#CSO2_ITEM_NAME_UMP45_spray1,ump45,spray1,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5051,#CSO2_ITEM_NAME_sg550_spray1,sg550,spray1,item,weapon,snip,,,,,,,,,,,,,,,,,,,
5052,#CSO2_ITEM_NAME_galil_spray1,galil,spray1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5053,#CSO2_ITEM_NAME_famas_spray1,famas,spray1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5054,#CSO2_ITEM_NAME_usp_spray1,usp45,spray1,item,weapon,pistol,,,,,,,,,,,,,,,,,,,
5055,#CSO2_ITEM_NAME_awp_spray1,awp,spray1,item,weapon,snip,,,,,,,,,,,,,,,,,,,
5056,#CSO2_ITEM_NAME_mp5_spray1,mp5,spray1,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5057,#CSO2_ITEM_NAME_m249_spray1,m249,spray1,item,weapon,mach,,,,,,,,,,,,,,,,,,,
5058,#CSO2_ITEM_NAME_m3_spray1,m3,spray1,item,weapon,shotgun,,,,,,,,,,,,,,,,,,,
5059,#CSO2_ITEM_NAME_m4a1_spray1,m4a1,spray1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5060,#CSO2_ITEM_NAME_tmp_spray1,tmp,spray1,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5061,#CSO2_ITEM_NAME_g3sg1_spray1,g3sg1,spray1,item,weapon,snip,,,,,,,,,,,,,,,,,,,
5062,#CSO2_ITEM_NAME_deserteagle_spray1,deserteagle,spray1,item,weapon,pistol,,,,,,,,,,,,,,,,,,,
5063,#CSO2_ITEM_NAME_sg552_spray1,sg552,spray1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5064,#CSO2_ITEM_NAME_ak47_spray1,ak47,spray1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5065,#CSO2_ITEM_NAME_p90_spray1,p90,spray1,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5066,#CSO2_ITEM_NAME_FNC_spray1,fnc,spray1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5067,#CSO2_ITEM_NAME_MP7_spray1,mp7,spray1,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5068,#CSO2_ITEM_NAME_F2000_spray1,f2000,spray1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5069,#CSO2_ITEM_NAME_striker12_spray1,striker12,spray1,item,weapon,shotgun,,,,,,,,,,,,,,,,,,,
5070,#CSO2_ITEM_NAME_scarH_spray1,scarh,spray1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5071,#CSO2_ITEM_NAME_fal_spray1,fal,spray1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5072,#CSO2_ITEM_NAME_m60_spray1,m60,spray1,item,weapon,mach,,,,,,,,,,,,,,,,,,,
5073,#CSO2_ITEM_NAME_mx4_spray1,mx4,spray1,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5074,#CSO2_ITEM_NAME_ar57_spray1,ar57,spray1,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5075,#CSO2_ITEM_NAME_kriss_superv_spray1,krisssuperv,spray1,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5076,#CSO2_ITEM_NAME_scarl_spray1,scarl,spray1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5077,#CSO2_ITEM_NAME_aek971_spray1,aek971,spray1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5078,#CSO2_ITEM_NAME_t65_spray1,t65,spray1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5079,#CSO2_ITEM_NAME_t86_spray1,t86,spray1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5080,#CSO2_ITEM_NAME_acr_spray1,acr,spray1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5081,#CSO2_ITEM_NAME_ak12_spray1,ak12,spray1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5082,#CSO2_ITEM_NAME_k5_spray1,k5,spray1,item,weapon,pistol,,,,,,,,,,,,,,,,,,,
5083,#CSO2_ITEM_NAME_K1_spray1,k1,spray1,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5084,#CSO2_ITEM_NAME_deserteagle_camo1,deserteagle,camo1,item,weapon,pistol,,,,,,,,,,,,,,,,,,,
5085,#CSO2_ITEM_NAME_elites_camo1,elites,camo1,item,weapon,pistol,,,,,,,,,,,,,,,,,,,
5086,#CSO2_ITEM_NAME_m3_camo1,m3,camo1,item,weapon,shotgun,,,,,,,,,,,,,,,,,,,
5087,#CSO2_ITEM_NAME_xm1014_camo1,xm1014,camo1,item,weapon,shotgun,,,,,,,,,,,,,,,,,,,
5088,#CSO2_ITEM_NAME_mp5_camo1,mp5,camo1,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5089,#CSO2_ITEM_NAME_p90_camo1,p90,camo1,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5090,#CSO2_ITEM_NAME_galil_camo1,galil,camo1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5091,#CSO2_ITEM_NAME_famas_camo1,famas,camo1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5092,#CSO2_ITEM_NAME_ak47_camo1,ak47,camo1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5093,#CSO2_ITEM_NAME_m4a1_camo1,m4a1,camo1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5094,#CSO2_ITEM_NAME_awp_camo1,awp,camo1,item,weapon,snip,,,,,,,,,,,,,,,,,,,
5095,#CSO2_ITEM_NAME_MP7_camo1,mp7,camo1,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5096,#CSO2_ITEM_NAME_striker12_camo1,striker12,camo1,item,weapon,shotgun,,,,,,,,,,,,,,,,,,,
5097,#CSO2_ITEM_NAME_fal_camo1,fal,camo1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5098,#CSO2_ITEM_NAME_FNC_camo1,fnc,camo1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5099,#CSO2_ITEM_NAME_m60_camo1,m60,camo1,item,weapon,mach,,,,,,,,,,,,,,,,,,,
5100,#CSO2_ITEM_NAME_mx4_camo1,mx4,camo1,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5101,#CSO2_ITEM_NAME_kriss_superv_camo1,krisssuperv,camo1,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5102,#CSO2_ITEM_NAME_t65_camo1,t65,camo1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5103,#CSO2_ITEM_NAME_t86_camo1,t86,camo1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5104,#CSO2_ITEM_NAME_M3_wolf1,m3,wolf1,item,weapon,shotgun,,,,,,,,,,,,,,,,,,,
5105,#CSO2_ITEM_NAME_deserteagle_black1,deserteagle,black1,item,weapon,pistol,,,,,,,,,,,,,,,,,,,
5106,#CSO2_ITEM_NAME_aek971_camo1,aek971,camo1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5107,#CSO2_ITEM_NAME_scarl_camo1,scarl,camo1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5108,#CSO2_ITEM_NAME_krisssuperv_puma1,krisssuperv,puma1,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5109,#CSO2_ITEM_NAME_ar57_camo1,ar57,camo1,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5110,#CSO2_ITEM_NAME_ar57_snake1,ar57,snake1,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5115,#CSO2_ITEM_NAME_acr_camo1,acr,camo1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5116,#CSO2_ITEM_NAME_ak12_camo1,ak12,camo1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5117,#CSO2_ITEM_NAME_deserteagle_gold1,deserteagle,gold1,item,weapon,pistol,,,,,,,,,,,,,,,,,,,
5118,#CSO2_ITEM_NAME_awp_gold2,awp,gold2,item,weapon,snip,,,,,,,,,,,,,,,,,,,
5119,#CSO2_ITEM_NAME_ANACONDA_gold1,anaconda,gold1,item,weapon,pistol,,,,,,,,,,,,,,,,,,,
5120,#CSO2_ITEM_NAME_scarH_camo1,scarh,camo1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5121,#CSO2_ITEM_NAME_waltherpp_silver1,waltherpp,silver1,item,weapon,pistol,,,,,,,,,,,,,,,,,,,
5122,#CSO2_ITEM_NAME_scout_camo1,scout,camo1,item,weapon,snip,,,,,,,,,,,,,,,,,,,
5123,#CSO2_ITEM_NAME_scout_goat1,scout,goat1,item,weapon,snip,,,,,,,,,,,,,,,,,,,
5124,#CSO2_ITEM_NAME_m249_camo1,m249,camo1,item,weapon,mach,,,,,,,,,,,,,,,,,,,
5125,#CSO2_ITEM_NAME_m249_bat1,m249,bat1,item,weapon,mach,,,,,,,,,,,,,,,,,,,
5126,#CSO2_ITEM_NAME_deserteagle_eagle1,deserteagle,eagle1,item,weapon,pistol,,,,,,,,,,,,,,,,,,,
5127,#CSO2_ITEM_NAME_aek971_eagle1,aek971,eagle1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5128,#CSO2_ITEM_NAME_scarl_whale1,scarl,whale1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5129,#CSO2_ITEM_NAME_m60_komodo1,m60,komodo1,item,weapon,mach,,,,,,,,,,,,,,,,,,,
5130,#CSO2_ITEM_NAME_m3_gold1,m3,gold1,item,weapon,shotgun,,,,,,,,,,,,,,,,,,,
5131,#CSO2_ITEM_NAME_ANACONDA_red1,anaconda,red1,item,weapon,pistol,,,,,,,,,,,,,,,,,,,
5132,#CSO2_ITEM_NAME_mp5_gold1,mp5,gold1,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5133,#CSO2_ITEM_NAME_scout_gold1,scout,gold1,item,weapon,snip,,,,,,,,,,,,,,,,,,,
5134,#CSO2_ITEM_NAME_sg550_camo1,sg550,camo1,item,weapon,snip,,,,,,,,,,,,,,,,,,,
5135,#CSO2_ITEM_NAME_g3sg1_camo1,g3sg1,camo1,item,weapon,snip,,,,,,,,,,,,,,,,,,,
5136,#CSO2_ITEM_NAME_famas_chicken1,famas,chicken1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5137,#CSO2_ITEM_NAME_galil_caracal1,galil,caracal1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5138,#CSO2_ITEM_NAME_sg550_schweizergarde1,sg550,schweizergarde1,item,weapon,snip,,,,,,,,,,,,,,,,,,,
5139,#CSO2_ITEM_NAME_g3sg1_heer1,g3sg1,heer1,item,weapon,snip,,,,,,,,,,,,,,,,,,,
5140,#CSO2_ITEM_NAME_m60_gold1,m60,gold1,item,weapon,mach,,,,,,,,,,,,,,,,,,,
5141,#CSO2_ITEM_NAME_famas_gold1,famas,gold1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5142,#CSO2_ITEM_NAME_galil_gold1,galil,gold1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5143,#CSO2_ITEM_NAME_ar57_chrome1,ar57,chrome1,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5144,#CSO2_ITEM_NAME_mp7_chrome1,mp7,chrome1,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5145,#CSO2_ITEM_NAME_krisssuperv_chrome1,krisssuperv,chrome1,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5146,#CSO2_ITEM_NAME_striker12_chrome1,striker12,chrome1,item,weapon,shotgun,,,,,,,,,,,,,,,,,,,
5147,#CSO2_ITEM_NAME_usp_dolphin1,usp45,dolphin1,item,weapon,pistol,,,,,,,,,,,,,,,,,,,
5148,#CSO2_ITEM_NAME_usp_camo1,usp45,camo1,item,weapon,pistol,,,,,,,,,,,,,,,,,,,
5149,#CSO2_ITEM_NAME_mg3_amethyst1,mg3,amethyst1,item,weapon,mach,,,,,,,,,,,,,,,,,,,
5150,#CSO2_ITEM_NAME_dbarrel_amethyst1,dbarrel,amethyst1,item,weapon,shotgun,,,,,,,,,,,,,,,,,,,
5151,#CSO2_ITEM_NAME_ak12_amethyst1,ak12,amethyst1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5152,#CSO2_ITEM_NAME_acr_amethyst1,acr,amethyst1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5153,#CSO2_ITEM_NAME_qbs09_china1,qbs09,china1,item,weapon,shotgun,,,,,,,,,,,,,,,,,,,
5154,#CSO2_ITEM_NAME_AWP_1111,awp,1111,item,weapon,snip,,,,,,,,,,,,,,,,,,,
5155,#CSO2_ITEM_NAME_m4a1_1111,m4a1,1111,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5156,#CSO2_ITEM_NAME_ak47_1111,ak47,1111,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5157,#CSO2_ITEM_NAME_m3boom_amethyst1,m3boom,amethyst1,item,weapon,shotgun,,,,,,,,,,,,,,,,,,,
5158,#CSO2_ITEM_NAME_ak12_xmas1,ak12,xmas,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5159,#CSO2_ITEM_NAME_acr_xmas1,acr,xmas,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5160,#CSO2_ITEM_NAME_huntknife_monkey1,huntknife,monkey1,item,weapon,knife,,,,,,,,,,,,,,,,,,,
5161,#CSO2_ITEM_NAME_elites_silver1,elites,silver1,item,weapon,pistol,,,,,,,,,,,,,,,,,,,
5162,#CSO2_ITEM_NAME_fiveseven_silver1,fiveseven,silver1,item,weapon,pistol,,,,,,,,,,,,,,,,,,,
5163,#CSO2_ITEM_NAME_m60_silver1,m60,silver1,item,weapon,mach,,,,,,,,,,,,,,,,,,,
5164,#CSO2_ITEM_NAME_xm1014_silver1,xm1014,silver1,item,weapon,shotgun,,,,,,,,,,,,,,,,,,,
5165,#CSO2_ITEM_NAME_p90_silver1,p90,silver1,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5166,#CSO2_ITEM_NAME_scarh_silver1,scarh,silver1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5167,#CSO2_ITEM_NAME_heartgrenade,hegrenade,heart,item,weapon,equip,,,,,,,,,,,,,,,,,,,
5168,#CSO2_ITEM_NAME_heartgrenade2,hegrenade,heart2,item,weapon,equip,,,,,,,,,,,,,,,,,,,
5169,#CSO2_ITEM_NAME_aug_opal1,aug,opal1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5170,#CSO2_ITEM_NAME_sg552_opal1,sg552,opal1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5171,#CSO2_ITEM_NAME_awp_twgold,awp,twgold,item,weapon,snip,,,,,,,,,,,,,,,,,,,
5172,#CSO2_ITEM_NAME_smokegrenade_tear,smokegrenade,tear,item,weapon,equip,,,,,,,,,,,,,,,,,,,
5173,#CSO2_ITEM_NAME_smokegrenade_trans,smokegrenade,trans,item,weapon,equip,,,,,,,,,,,,,,,,,,,
5174,#CSO2_ITEM_NAME_smokegrenade_stun,smokegrenade,stun,item,weapon,equip,,,,,,,,,,,,,,,,,,,
5175,#CSO2_ITEM_NAME_mk18_spray1,mk18,spray1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5176,#CSO2_ITEM_NAME_mk18_camo1,mk18,camo1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5177,#CSO2_ITEM_NAME_akm_spray1,akm,spray1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5178,#CSO2_ITEM_NAME_akm_camo1,akm,camo1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5179,#CSO2_ITEM_NAME_awm_spray1,awm,spray1,item,weapon,snip,,,,,,,,,,,,,,,,,,,
5180,#CSO2_ITEM_NAME_awm_camo1,awm,camo1,item,weapon,snip,,,,,,,,,,,,,,,,,,,
5181,#CSO2_ITEM_NAME_xm1014_heart1,xm1014,heart1,item,weapon,shotgun,,,,,,,,,,,,,,,,,,,
5182,#CSO2_ITEM_NAME_striker12_cobalt1,striker12,cobalt1,item,weapon,shotgun,,,,,,,,,,,,,,,,,,,
5183,#CSO2_ITEM_NAME_scarl_cobalt1,scarl,cobalt1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5184,#CSO2_ITEM_NAME_aek971_cobalt1,aek971,cobalt1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5185,#CSO2_ITEM_NAME_k5_paint1,k5,paint1,item,weapon,pistol,,,,,,,,,,,,,,,,,,,
5186,#CSO2_ITEM_NAME_k5_camo2,k5,camo2,item,weapon,pistol,,,,,,,,,,,,,,,,,,,
5187,#CSO2_ITEM_NAME_k5_infernal1,k5,infernal1,item,weapon,pistol,,,,,,,,,,,,,,,,,,,
5188,#CSO2_ITEM_NAME_k1_paint1,k1,paint1,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5189,#CSO2_ITEM_NAME_k1_camo2,k1,camo2,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5190,#CSO2_ITEM_NAME_k2c_paint1,k2c,paint1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5191,#CSO2_ITEM_NAME_k2c_camo2,k2c,camo2,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5192,#CSO2_ITEM_NAME_qsz92_paint1,qsz92,paint1,item,weapon,pistol,,,,,,,,,,,,,,,,,,,
5193,#CSO2_ITEM_NAME_qsz92_camo2,qsz92,camo2,item,weapon,pistol,,,,,,,,,,,,,,,,,,,
5194,#CSO2_ITEM_NAME_qbs09_paint1,qbs09,paint1,item,weapon,shotgun,,,,,,,,,,,,,,,,,,,
5195,#CSO2_ITEM_NAME_qbs09_camo2,qbs09,camo2,item,weapon,shotgun,,,,,,,,,,,,,,,,,,,
5196,#CSO2_ITEM_NAME_csls06_paint1,csls06,paint1,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5197,#CSO2_ITEM_NAME_csls06_camo2,csls06,camo2,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5198,#CSO2_ITEM_NAME_akm_paint1,akm,paint1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5199,#CSO2_ITEM_NAME_akm_camo2,akm,camo2,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5200,#CSO2_ITEM_NAME_akm_infernal1,akm,infernal1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5201,#CSO2_ITEM_NAME_mk18_paint1,mk18,paint1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5202,#CSO2_ITEM_NAME_mk18_camo2,mk18,camo2,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5203,#CSO2_ITEM_NAME_mk18_infernal1,mk18,infernal1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5204,#CSO2_ITEM_NAME_awm_paint1,awm,paint1,item,weapon,snip,,,,,,,,,,,,,,,,,,,
5205,#CSO2_ITEM_NAME_awm_camo2,awm,camo2,item,weapon,snip,,,,,,,,,,,,,,,,,,,
5206,#CSO2_ITEM_NAME_awm_infernal1,awm,infernal1,item,weapon,snip,,,,,,,,,,,,,,,,,,,
5207,#CSO2_ITEM_NAME_qsz92_panda,qsz92,panda,item,weapon,pistol,,,,,,,,,,,,,,,,,,,
5208,#CSO2_ITEM_NAME_qbs09_panda,qbs09,panda,item,weapon,shotgun,,,,,,,,,,,,,,,,,,,
5209,#CSO2_ITEM_NAME_csls06_panda,csls06,panda,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5210,#CSO2_ITEM_NAME_akm_panda,akm,panda,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5211,#CSO2_ITEM_NAME_mk18_panda,mk18,panda,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5212,#CSO2_ITEM_NAME_chngrenade,hegrenade,chngrenade,item,weapon,equip,,,,,,,,,,,,,,,,,,,
5213,#CSO2_ITEM_NAME_awm_chngold1,awm,chngold1,item,weapon,snip,,,,,,,,,,,,,,,,,,,
5214,#CSO2_ITEM_NAME_ar57_amethyst1,ar57,amethyst1,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5215,#CSO2_ITEM_NAME_elites_amethyst1,elites,amethyst1,item,weapon,pistol,,,,,,,,,,,,,,,,,,,
5216,#CSO2_ITEM_NAME_awm_amethyst1,awm,amethyst1,item,weapon,snip,,,,,,,,,,,,,,,,,,,
5217,#CSO2_ITEM_NAME_k2c_amethyst1,k2c,amethyst1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5218,#CSO2_ITEM_NAME_akm_nebula,akm,nebula1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5219,#CSO2_ITEM_NAME_mk18_nebula,mk18,nebula1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5220,#CSO2_ITEM_NAME_awm_nebula,awm,nebula1,item,weapon,snip,,,,,,,,,,,,,,,,,,,
5221,#CSO2_ITEM_NAME_wrench_infernal1,wrench,infernal1,item,weapon,knife,,,,,,,,,,,,,,,,,,,
5222,#CSO2_ITEM_NAME_F2000_chrome1,f2000,chrome1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5223,#CSO2_ITEM_NAME_mx4_chrome1,mx4,chrome1,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5224,#CSO2_ITEM_NAME_akm_chrome1,akm,chrome1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5225,#CSO2_ITEM_NAME_g3sg1_chrome1,g3sg1,chrome1,item,weapon,snip,,,,,,,,,,,,,,,,,,,
5226,#CSO2_ITEM_NAME_pkm_chrome1,pkm,chrome1,item,weapon,mach,,,,,,,,,,,,,,,,,,,
5227,#CSO2_ITEM_NAME_smokegrenade_heal,smokegrenade,heal,item,weapon,equip,,,,,,,,,,,,,,,,,,,
5228,#CSO2_ITEM_NAME_smokegrenade_ghost,smokegrenade,ghost,item,weapon,equip,,,,,,,,,,,,,,,,,,,
5229,#CSO2_ITEM_NAME_hegrenade_guided,hegrenade,guided,item,weapon,equip,,,,,,,,,,,,,,,,,,,
5230,#CSO2_ITEM_NAME_netlauncher_gold,netlauncher,gold,item,weapon,shotgun,,,,,,,,,,,,,,,,,,,
5231,#CSO2_ITEM_NAME_harpoon_gold,harpoon,gold,item,weapon,knife,,,,,,,,,,,,,,,,,,,
5232,#CSO2_ITEM_NAME_CROWBAR_gold,crowbar,gold,item,weapon,knife,,,,,,,,,,,,,,,,,,,
5233,#CSO2_ITEM_NAME_m79_hunter1,m79,hunter1,item,weapon,mach,,,,,,,,,,,,,,,,,,,
5234,#CSO2_ITEM_NAME_m32_hunter1,m32,hunter1,item,weapon,mach,,,,,,,,,,,,,,,,,,,
5235,#CSO2_ITEM_NAME_paw20_hunter1,paw20,hunter1,item,weapon,mach,,,,,,,,,,,,,,,,,,,
5236,#CSO2_ITEM_NAME_chinalake_hunter1,chinalake,hunter1,item,weapon,mach,,,,,,,,,,,,,,,,,,,
5237,#CSO2_ITEM_NAME_ar57_magpie,ar57,magpie1,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5238,#CSO2_ITEM_NAME_mp5_cobalt1,mp5,cobalt1,item,weapon,smg,,,,,,,,,,,,,,,,,,,
