boxid,boxname,itemid,itemname,value
50023,冰冻补给箱,5070,scarH_spray1,10
50023,冰冻补给箱,2008,POINTLOTTO,40
50023,冰冻补给箱,2014,POINTLOTTO_GOLD,40
50023,冰冻补给箱,2013,POINTLOTTO_EVENT,40
50039,冰火补给箱,5353,tomahawkss_fire,10
50039,冰火补给箱,127,awmgauss,10
50039,冰火补给箱,5257,k5_opal1,10
50039,冰火补给箱,5265,dbarrel_ruby1,10
50039,冰火补给箱,5143,ar57_chrome1,10
50039,冰火补给箱,5171,awp_twgold,10
50039,冰火补给箱,5273,mg3_xmas,10
50039,冰火补给箱,5253,TOYHAMMER_GOLD,10
50039,冰火补给箱,90,mk2grenade,10
50039,冰火补给箱,5335,scarl_blackmamba1,10
50039,冰火补给箱,5328,t91_marble1,10
50039,冰火补给箱,5243,akm_special2,10
50039,冰火补给箱,5209,csls06_panda,10
50039,冰火补给箱,5128,scarl_whale1,10
50039,冰火补给箱,5101,kriss_superv_camo1,10
50039,冰火补给箱,5180,awm_camo1,10
50039,冰火补给箱,5099,m60_camo1,10
50039,冰火补给箱,5191,k2c_camo2,10
50039,冰火补给箱,5073,mx4_spray1,10
50039,冰火补给箱,5059,m4a1_spray1,10
50039,冰火补给箱,5077,aek971_spray1,10
50039,冰火补给箱,2008,POINTLOTTO,40
50039,冰火补给箱,2014,POINTLOTTO_GOLD,40
50039,冰火补给箱,2013,POINTLOTTO_EVENT,40
50011,圣诞补给箱,30001,WORK,10
50011,圣诞补给箱,30002,CAMOUFLAGE,10
50011,圣诞补给箱,30003,CBT_GLOVE,10
50011,圣诞补给箱,30004,GLOVE01,10
50011,圣诞补给箱,30005,SKELETON,10
50011,圣诞补给箱,30006,XMAS01_GLOVE,10
50011,圣诞补给箱,30007,TWRING,10
50011,圣诞补给箱,30009,16GLOVE,10
50011,圣诞补给箱,30011,CHNGLOVE01,10
50011,圣诞补给箱,30012,PIGGLOVE,10
50011,圣诞补给箱,30013,SNAKEYEARGLOVE,10
50011,圣诞补给箱,30014,glove_millet01,10
50011,圣诞补给箱,30015,glove_horseyear,10
50011,圣诞补给箱,30016,glove_newbie,10
50011,圣诞补给箱,30017,glove_2015sheep,10
50011,圣诞补给箱,30018,glove_goldglove,10
50011,圣诞补给箱,30019,glove_2016monkey,10
50011,圣诞补给箱,30020,glove_panda,10
50011,圣诞补给箱,30021,glove_roka,10
50011,圣诞补给箱,30022,glove_kwanwoo,10
50011,圣诞补给箱,30023,glove_zombie,10
50011,圣诞补给箱,30024,glove_2017chicken,10
50011,圣诞补给箱,30025,glove_tacticalglove01,10
50011,圣诞补给箱,30026,glove_maple,10
50011,圣诞补给箱,30027,glove_2018dog,10
50011,圣诞补给箱,2008,POINTLOTTO,40
50011,圣诞补给箱,2014,POINTLOTTO_GOLD,40
50011,圣诞补给箱,2013,POINTLOTTO_EVENT,40
50017,炽焰补给箱,106,deserteaglephoenix,10
50017,炽焰补给箱,158,tomahawkss,10
50017,炽焰补给箱,5358,p228_miu,10
50017,炽焰补给箱,5343,striker12_honor,10
50017,炽焰补给箱,5350,m3grease_opal1,10
50017,炽焰补给箱,5214,ar57_amethyst1,10
50017,炽焰补给箱,5267,awm_gold1,10
50017,炽焰补给箱,5226,pkm_chrome1,10
50017,炽焰补给箱,5305,KNIFE_GOLDPOP,10
50017,炽焰补给箱,5142,galil_gold1,10
50017,炽焰补给箱,5183,scarl_cobalt1,10
50017,炽焰补给箱,5329,xt97_marble1,10
50017,炽焰补给箱,5278,m16a2_honor,10
50017,炽焰补给箱,5123,scout_goat1,10
50017,炽焰补给箱,5212,chngrenade,10
50017,炽焰补给箱,5200,akm_infernal1,10
50017,炽焰补给箱,5195,qbs09_camo2,10
50017,炽焰补给箱,5095,MP7_camo1,10
50017,炽焰补给箱,5205,awm_camo2,10
50017,炽焰补给箱,5102,t65_camo1,10
50017,炽焰补给箱,5065,p90_spray1,10
50017,炽焰补给箱,5055,awp_spray1,10
50017,炽焰补给箱,5063,sg552_spray1,10
50017,炽焰补给箱,2008,POINTLOTTO,40
50017,炽焰补给箱,2014,POINTLOTTO_GOLD,40
50017,炽焰补给箱,2013,POINTLOTTO_EVENT,40
50022,神秘礼物箱（喷漆）,42002,gr_c_ctu_01,10
50022,神秘礼物箱（喷漆）,42003,gr_c_gg_01,10
50022,神秘礼物箱（喷漆）,42004,gr_c_anger_01,10
50022,神秘礼物箱（喷漆）,42005,gr_c_joy_01,10
50022,神秘礼物箱（喷漆）,42006,gr_c_sad_01,10
50022,神秘礼物箱（喷漆）,42007,gr_c_yok_01,10
50022,神秘礼物箱（喷漆）,42008,gr_s_athena_01,10
50022,神秘礼物箱（喷漆）,42009,gr_s_miu_01,10
50022,神秘礼物箱（喷漆）,42010,gr_s_tammy_01,10
50022,神秘礼物箱（喷漆）,42011,gr_c_KOR31_01,10
50022,神秘礼物箱（喷漆）,42012,gr_a_mbhleet01,10
50022,神秘礼物箱（喷漆）,42013,gr_a_mbhmila01,10
50022,神秘礼物箱（喷漆）,42014,gr_c_halloween_01,10
50022,神秘礼物箱（喷漆）,42015,gr_c_halloween_02,10
50022,神秘礼物箱（喷漆）,42016,gr_c_halloween_03,10
50022,神秘礼物箱（喷漆）,42017,gr_c_xmas_01,10
50022,神秘礼物箱（喷漆）,42018,gr_c_xmas_02,10
50022,神秘礼物箱（喷漆）,42019,gr_c_xmas_03,10
50022,神秘礼物箱（喷漆）,42020,gr_c_englishman,10
50002,蓝色箱子,161,mk18pulse,10
50002,蓝色箱子,5272,elites_gold1,10
50002,蓝色箱子,5162,fiveseven_silver1,10
50002,蓝色箱子,5293,xm1014_honor,10
50002,蓝色箱子,5238,mp5_cobalt1,10
50002,蓝色箱子,5348,MP7_ruby1,10
50002,蓝色箱子,5216,awm_amethyst1,10
50002,蓝色箱子,5276,paw20_xmas,10
50002,蓝色箱子,5250,famas_silver1,10
50002,蓝色箱子,5269,akm_gold1,10
50002,蓝色箱子,5240,mk18_cobalt1,10
50002,蓝色箱子,5147,usp_dolphin1,10
50002,蓝色箱子,5125,m249_bat1,10
50002,蓝色箱子,5349,knife_oberon,10
50002,蓝色箱子,5137,galil_caracal1,10
50002,蓝色箱子,5094,awp_camo1,10
50002,蓝色箱子,5106,aek971_camo1,10
50002,蓝色箱子,5042,p228_spray1,10
50002,蓝色箱子,5062,deserteagle_spray1,10
50002,蓝色箱子,5069,striker12_spray1,10
50002,蓝色箱子,5061,g3sg1_spray1,10
50002,蓝色箱子,5064,ak47_spray1,10
50002,蓝色箱子,2008,POINTLOTTO,40
50002,蓝色箱子,2014,POINTLOTTO_GOLD,40
50002,蓝色箱子,2013,POINTLOTTO_EVENT,40
50030,幸运的背包补给箱,20001,LPG,10
50030,幸运的背包补给箱,20002,CBT_BACK,10
50030,幸运的背包补给箱,20003,DRUM,10
50030,幸运的背包补给箱,20004,KEY,10
50030,幸运的背包补给箱,20005,WING,10
50030,幸运的背包补给箱,20006,XMAS01_BACK,10
50030,幸运的背包补给箱,20007,GSTAR_BACK,10
50030,幸运的背包补给箱,20008,TWBACK01,10
50030,幸运的背包补给箱,20010,CHNBACK,10
50030,幸运的背包补给箱,20013,NEWYEARBACK,10
50030,幸运的背包补给箱,20015,PIGBACK,10
50030,幸运的背包补给箱,20016,SLEIGH,10
50030,幸运的背包补给箱,20017,SNAKEYEARBACK,10
50030,幸运的背包补给箱,20018,VALVE,10
50030,幸运的背包补给箱,20019,guide,10
50030,幸运的背包补给箱,20020,back_chuseok01,10
50030,幸运的背包补给箱,20021,back_foxtail,10
50030,幸运的背包补给箱,20022,back_turtleshell,10
50030,幸运的背包补给箱,20023,back_pigbag,10
50030,幸运的背包补给箱,20024,back_millet01,10
50030,幸运的背包补给箱,20025,back_sunung,10
50030,幸运的背包补给箱,20026,back_racoon_tail,10
50030,幸运的背包补给箱,20027,back_chieftain_hammer,10
50030,幸运的背包补给箱,20028,back_horseyear,10
50030,幸运的背包补给箱,20030,back_schoolbag,10
50030,幸运的背包补给箱,20031,back_snl_arrow,10
50030,幸运的背包补给箱,20032,back_korback01,10
50030,幸运的背包补给箱,20033,back_newbie,10
50030,幸运的背包补给箱,20034,back_gstar2014,10
50030,幸运的背包补给箱,20035,back_deltabag,10
50030,幸运的背包补给箱,20036,back_lisaboard,10
50030,幸运的背包补给箱,20037,back_milaboard,10
50030,幸运的背包补给箱,20038,back_miladoll,10
50030,幸运的背包补给箱,20039,back_lisadoll,10
50030,幸运的背包补给箱,20040,back_p77,10
50030,幸运的背包补给箱,20041,back_turtlebag,10
50030,幸运的背包补给箱,20042,back_2015sheep,10
50030,幸运的背包补给箱,20043,back_baseball,10
50030,幸运的背包补给箱,20044,WINGGOLD,10
50030,幸运的背包补给箱,20045,ALBERT,10
50030,幸运的背包补给箱,20046,WATERCANON,10
50030,幸运的背包补给箱,20047,BACK_TESLA,10
50030,幸运的背包补给箱,20048,back_diyfence,10
50030,幸运的背包补给箱,20049,back_shark,10
50030,幸运的背包补给箱,20050,back_chnact,10
50030,幸运的背包补给箱,20051,back_gstar2015,10
50030,幸运的背包补给箱,20052,back_witchbroom,10
50030,幸运的背包补给箱,20053,back_2016monkey,10
50030,幸运的背包补给箱,20054,back_zccanon,10
50030,幸运的背包补给箱,20055,back_frog,10
50030,幸运的背包补给箱,20056,back_back_phoenixwing,10
50030,幸运的背包补给箱,20057,back_rokabag,10
50030,幸运的背包补给箱,20058,back_panda,10
50030,幸运的背包补给箱,20059,back_syringe,10
50030,幸运的背包补给箱,20060,back_emoteballoon,10
50030,幸运的背包补给箱,20061,back_dragonboat,10
50030,幸运的背包补给箱,20062,back_flamingotube,10
50030,幸运的背包补给箱,20063,back_season1_1st,10
50030,幸运的背包补给箱,20064,back_season1_2nd,10
50030,幸运的背包补给箱,20065,back_season1_3nd,10
50030,幸运的背包补给箱,20066,BACK_LUCKY,10
50030,幸运的背包补给箱,20067,back_tammy01,10
50030,幸运的背包补给箱,20068,back_mari01,10
50030,幸运的背包补给箱,20069,back_kwanwoo,10
50030,幸运的背包补给箱,20070,back_gstar2016,10
50030,幸运的背包补给箱,20071,back_natary01doll,10
50030,幸运的背包补给箱,20072,back_mari01doll,10
50030,幸运的背包补给箱,20073,back_season2_1st,10
50030,幸运的背包补给箱,20074,back_season2_2nd,10
50030,幸运的背包补给箱,20075,back_season2_3nd,10
50030,幸运的背包补给箱,20076,back_2017chicken,10
50030,幸运的背包补给箱,20077,back_wingvip,10
50030,幸运的背包补给箱,20078,WINGZOMBIE,10
50030,幸运的背包补给箱,20079,back_choidoll,10
50030,幸运的背包补给箱,20080,back_KOR31,10
50030,幸运的背包补给箱,20081,back_yuridoll,10
50030,幸运的背包补给箱,20082,back_season3_1st,10
50030,幸运的背包补给箱,20083,back_season3_2nd,10
50030,幸运的背包补给箱,20084,back_season3_3nd,10
50030,幸运的背包补给箱,20085,back_bluephoenix,10
50030,幸运的背包补给箱,20086,back_tammydoll,10
50030,幸运的背包补给箱,20087,GOLDPIGBAG,10
50030,幸运的背包补给箱,20088,back_707doll,10
50030,幸运的背包补给箱,20089,back_season4_3rd,10
50030,幸运的背包补给箱,20090,back_season4_2nd,10
50030,幸运的背包补给箱,20091,back_season4_1st,10
50030,幸运的背包补给箱,20092,back_mila02doll,10
50030,幸运的背包补给箱,20093,back_phobos,10
50030,幸运的背包补给箱,20094,back_galleriapc_jp,10
50030,幸运的背包补给箱,20095,back_gtunepc_jp,10
50030,幸运的背包补给箱,20096,back_lisa02doll,10
50030,幸运的背包补给箱,20097,back_giantvr,10
50030,幸运的背包补给箱,20098,back_emmadoll,10
50030,幸运的背包补给箱,20099,back_viperdoll,10
50030,幸运的背包补给箱,20100,back_season5_3rd,10
50030,幸运的背包补给箱,20101,back_season5_2nd,10
50030,幸运的背包补给箱,20102,back_season5_1st,10
50030,幸运的背包补给箱,20103,back_oberon,10
50030,幸运的背包补给箱,20104,back_miu01,10
50030,幸运的背包补给箱,20105,back_athena01,10
50030,幸运的背包补给箱,20106,back_dione,10
50030,幸运的背包补给箱,20107,back_2018dog,10
